,symbol,metric,value
3250,CMA,PE Ratio (TTM),11.04
3251,CMA,EPS (TTM),8.04
3252,CMA,Earnings Date,"Jan 19, 2022"
3253,CMA,Forward Dividend & Yield,2.72 (3.08%)
3254,CMA,Ex-Dividend Date,"Sep 14, 2021"
3255,CMA,1y Target Est,87.53
3256,CMA,Symbol,Last Price
3257,CMA,"ZIONZions Bancorporation, National Association",66.12
3258,CMA,FITBFifth Third Bancorp,45.58
3259,CMA,KEYKeyCorp,24.07
3260,CMA,NTRSNorthern Trust Corporation,123.39
3261,CMA,MTBM&T Bank Corporation,159.00
3268,CAG,Previous Close,32.08
3269,CAG,Open,32.05
3270,CAG,Bid,32.01 x 1400
3271,CAG,Ask,32.63 x 800
3272,CAG,Day's Range,31.93 - 32.28
3273,CAG,52 Week Range,31.93 - 39.09
3274,CAG,Volume,"4,360,640"
3275,CAG,Avg. Volume,"3,270,889"
3276,CAG,Market Cap,15.47B
3277,CAG,Beta (5Y Monthly),0.76
3278,CAG,PE Ratio (TTM),13.00
3279,CAG,EPS (TTM),2.48
3280,CAG,Earnings Date,"Jan 05, 2022 - Jan 10, 2022"
3281,CAG,Forward Dividend & Yield,1.25 (3.88%)
3282,CAG,Ex-Dividend Date,"Oct 29, 2021"
3283,CAG,1y Target Est,36.82
3284,CAG,Symbol,Last Price
3285,CAG,CPBCampbell Soup Company,41.55
3286,CAG,"GISGeneral Mills, Inc.",63.24
3287,CAG,KKellogg Company,63.22
3288,CAG,HRLHormel Foods Corporation,43.42
3289,CAG,ADMArcher-Daniels-Midland Company,65.93
3296,COP,Previous Close,72.36
3297,COP,Open,72.23
3298,COP,Bid,0.00 x 900
3299,COP,Ask,0.00 x 800
3300,COP,Day's Range,71.74 - 73.39
3301,COP,52 Week Range,37.24 - 77.98
3302,COP,Volume,"5,451,516"
3303,COP,Avg. Volume,"8,792,473"
3304,COP,Market Cap,95.914B
3305,COP,Beta (5Y Monthly),1.63
3306,COP,PE Ratio (TTM),19.72
3307,COP,EPS (TTM),3.69
3308,COP,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
3309,COP,Forward Dividend & Yield,1.84 (2.54%)
3310,COP,Ex-Dividend Date,"Oct 27, 2021"
3311,COP,1y Target Est,87.02
3312,COP,Symbol,Last Price
3313,COP,CVXChevron Corporation,116.82
3314,COP,PSXPhillips 66,78.91
3315,COP,XOMExxon Mobil Corporation,64.37
3316,COP,BPBP p.l.c.,27.55
3317,COP,SLBSchlumberger Limited,32.72
3324,ED,Previous Close,77.58
3325,ED,Open,77.61
3326,ED,Bid,76.50 x 900
3327,ED,Ask,77.40 x 1000
3328,ED,Day's Range,77.02 - 77.61
3329,ED,52 Week Range,65.56 - 82.75
3330,ED,Volume,"3,385,089"
3331,ED,Avg. Volume,"2,543,162"
3332,ED,Market Cap,27.444B
3333,ED,Beta (5Y Monthly),0.19
3334,ED,PE Ratio (TTM),22.85
3335,ED,EPS (TTM),3.38
3336,ED,Earnings Date,"Nov 04, 2021"
3337,ED,Forward Dividend & Yield,3.10 (4.02%)
3338,ED,Ex-Dividend Date,"Nov 16, 2021"
3339,ED,1y Target Est,73.74
3340,ED,Symbol,Last Price
3341,ED,SOThe Southern Company,61.89
3342,ED,"AEPAmerican Electric Power Company, Inc.",82.02
3343,ED,DUKDuke Energy Corporation,99.88
3344,ED,"DDominion Energy, Inc.",74.74
3345,ED,EXCExelon Corporation,54.40
3352,STZ,Previous Close,226.41
3353,STZ,Open,227.27
3354,STZ,Bid,0.00 x 1000
3355,STZ,Ask,0.00 x 1100
3356,STZ,Day's Range,226.47 - 229.57
3357,STZ,52 Week Range,200.13 - 244.75
3358,STZ,Volume,"882,953"
3359,STZ,Avg. Volume,"1,073,586"
3360,STZ,Market Cap,42.839B
3361,STZ,Beta (5Y Monthly),1.15
3362,STZ,PE Ratio (TTM),59.10
3363,STZ,EPS (TTM),3.87
3364,STZ,Earnings Date,"Dec 01, 2021 - Dec 06, 2021"
3365,STZ,Forward Dividend & Yield,3.04 (1.33%)
3366,STZ,Ex-Dividend Date,"Nov 04, 2021"
3367,STZ,1y Target Est,263.05
3368,STZ,Symbol,Last Price
3369,STZ,TAPMolson Coors Beverage Company,49.21
3370,STZ,CGCCanopy Growth Corporation,14.45
3371,STZ,DEODiageo plc,205.05
3372,STZ,"ULTAUlta Beauty, Inc.",401.73
3373,STZ,BUDAnheuser-Busch InBev SA/NV,60.01
3380,COO,Previous Close,410.84
3381,COO,Open,410.84
3382,COO,Bid,393.00 x 800
3383,COO,Ask,422.00 x 1000
3384,COO,Day's Range,408.68 - 418.84
3385,COO,52 Week Range,324.34 - 463.59
3386,COO,Volume,"227,454"
3387,COO,Avg. Volume,"247,466"
3388,COO,Market Cap,20.595B
3389,COO,Beta (5Y Monthly),0.82
3390,COO,PE Ratio (TTM),7.12
3391,COO,EPS (TTM),58.68
3392,COO,Earnings Date,"Dec 02, 2021"
3393,COO,Forward Dividend & Yield,0.06 (0.01%)
3394,COO,Ex-Dividend Date,"Jul 26, 2021"
3395,COO,1y Target Est,477.25
3396,COO,Symbol,Last Price
3397,COO,MTDMettler-Toledo International Inc.,"1,533.59"
3398,COO,TFXTeleflex Incorporated,340.12
3399,COO,XRAYDENTSPLY SIRONA Inc.,54.93
3400,COO,STESTERIS plc,231.55
3401,COO,RMDResMed Inc.,254.81
3408,CPRT,Previous Close,155.65
3409,CPRT,Open,156.50
3410,CPRT,Bid,155.13 x 800
3411,CPRT,Ask,166.17 x 800
3412,CPRT,Day's Range,155.27 - 158.47
3413,CPRT,52 Week Range,101.92 - 158.47
3414,CPRT,Volume,"822,489"
3415,CPRT,Avg. Volume,"881,510"
3416,CPRT,Market Cap,37.119B
3417,CPRT,Beta (5Y Monthly),1.04
3418,CPRT,PE Ratio (TTM),40.14
3419,CPRT,EPS (TTM),3.90
3420,CPRT,Earnings Date,"Nov 17, 2021"
3421,CPRT,Forward Dividend & Yield,N/A (N/A)
3422,CPRT,Ex-Dividend Date,N/A
3423,CPRT,1y Target Est,159.88
3424,CPRT,Symbol,Last Price
3425,CPRT,"VRSKVerisk Analytics, Inc.",218.03
3426,CPRT,"ANSSANSYS, Inc.",394.43
3427,CPRT,CDWCDW Corporation,190.85
3428,CPRT,CTASCintas Corporation,438.92
3429,CPRT,"CDNSCadence Design Systems, Inc.",182.34
3436,GLW,Previous Close,39.12
3437,GLW,Open,39.24
3438,GLW,Bid,38.82 x 800
3439,GLW,Ask,38.82 x 1400
3440,GLW,Day's Range,38.61 - 39.24
3441,GLW,52 Week Range,34.81 - 46.82
3442,GLW,Volume,"894,925"
3443,GLW,Avg. Volume,"4,381,709"
3444,GLW,Market Cap,32.967B
3445,GLW,Beta (5Y Monthly),1.10
3446,GLW,PE Ratio (TTM),38.48
3447,GLW,EPS (TTM),1.00
3448,GLW,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
3449,GLW,Forward Dividend & Yield,0.96 (2.45%)
3450,GLW,Ex-Dividend Date,"Nov 10, 2021"
3451,GLW,1y Target Est,44.54
3452,GLW,Symbol,Last Price
3453,GLW,CIENCiena Corporation,61.82
3454,GLW,"JNPRJuniper Networks, Inc.",32.15
3455,GLW,TXNTexas Instruments Incorporated,190.24
3456,GLW,"AMATApplied Materials, Inc.",157.60
3457,GLW,QCOMQUALCOMM Incorporated,167.70
3464,CTVA,Previous Close,48.70
3465,CTVA,Open,49.06
3466,CTVA,Bid,0.00 x 800
3467,CTVA,Ask,0.00 x 800
3468,CTVA,Day's Range,48.09 - 49.40
3469,CTVA,52 Week Range,36.39 - 49.98
3470,CTVA,Volume,"1,757,821"
3471,CTVA,Avg. Volume,"2,836,947"
3472,CTVA,Market Cap,35.257B
3473,CTVA,Beta (5Y Monthly),0.80
3474,CTVA,PE Ratio (TTM),21.97
3475,CTVA,EPS (TTM),2.20
3476,CTVA,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
3477,CTVA,Forward Dividend & Yield,0.56 (1.16%)
3478,CTVA,Ex-Dividend Date,"Nov 10, 2021"
3479,CTVA,1y Target Est,53.00
3480,CTVA,Symbol,Last Price
3481,CTVA,"DDDuPont de Nemours, Inc.",78.77
3482,CTVA,DOWDow Inc.,59.92
3483,CTVA,IFFInternational Flavors & Fragrances Inc.,152.36
3484,CTVA,LINLinde plc,334.01
3485,CTVA,WABWestinghouse Air Brake Technologies Corporation,95.91
3492,COST,Previous Close,512.18
3493,COST,Open,514.25
3494,COST,Bid,515.15 x 1400
3495,COST,Ask,516.98 x 1000
3496,COST,Day's Range,513.31 - 519.66
3497,COST,52 Week Range,307.00 - 520.21
3498,COST,Volume,"1,780,234"
3499,COST,Avg. Volume,"1,779,207"
3500,COST,Market Cap,228.498B
3501,COST,Beta (5Y Monthly),0.65
3502,COST,PE Ratio (TTM),45.89
3503,COST,EPS (TTM),11.27
3504,COST,Earnings Date,"Dec 09, 2021"
3505,COST,Forward Dividend & Yield,3.16 (0.61%)
3506,COST,Ex-Dividend Date,"Oct 28, 2021"
3507,COST,1y Target Est,504.96
3508,COST,Symbol,Last Price
3509,COST,WMTWalmart Inc.,147.76
3510,COST,TGTTarget Corporation,260.02
3511,COST,SBUXStarbucks Corporation,111.72
3512,COST,"HDThe Home Depot, Inc.",372.63
3513,COST,VVisa Inc.,212.09
3520,CTRA,Previous Close,20.55
3521,CTRA,Open,20.81
3522,CTRA,Bid,20.25 x 1800
3523,CTRA,Ask,20.68 x 3000
3524,CTRA,Day's Range,20.47 - 21.05
3525,CTRA,52 Week Range,14.28 - 23.64
3526,CTRA,Volume,"6,719,245"
3527,CTRA,Avg. Volume,"11,981,844"
3528,CTRA,Market Cap,16.76B
3529,CTRA,Beta (5Y Monthly),-0.12
3530,CTRA,PE Ratio (TTM),23.44
3531,CTRA,EPS (TTM),0.88
3532,CTRA,Earnings Date,"Nov 03, 2021"
3533,CTRA,Forward Dividend & Yield,0.45 (2.13%)
3534,CTRA,Ex-Dividend Date,"Nov 12, 2021"
3535,CTRA,1y Target Est,27.00
3536,CTRA,Symbol,Last Price
3537,CTRA,EXTNExterran Corporation,4.4200
3538,CTRA,SKILSkillsoft Corp.,12.62
3539,CTRA,CEIXCONSOL Energy Inc.,25.69
3540,CTRA,"ARCHArch Resources, Inc.",85.37
3541,CTRA,MGYMagnolia Oil & Gas Corporation,20.27
3548,CCI,Previous Close,180.66
3549,CCI,Open,181.18
3550,CCI,Bid,178.85 x 900
3551,CCI,Ask,181.94 x 900
3552,CCI,Day's Range,180.05 - 181.52
3553,CCI,52 Week Range,146.15 - 204.62
3554,CCI,Volume,"1,078,944"
3555,CCI,Avg. Volume,"1,655,204"
3556,CCI,Market Cap,78.134B
3557,CCI,Beta (5Y Monthly),0.43
3558,CCI,PE Ratio (TTM),62.97
3559,CCI,EPS (TTM),2.87
3560,CCI,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
3561,CCI,Forward Dividend & Yield,5.88 (3.25%)
3562,CCI,Ex-Dividend Date,"Dec 14, 2021"
3563,CCI,1y Target Est,198.76
3564,CCI,Symbol,Last Price
3565,CCI,AMTAmerican Tower Corporation (REIT),272.10
3566,CCI,SBACSBA Communications Corporation,343.77
3567,CCI,"DLRDigital Realty Trust, Inc.",156.32
3568,CCI,"EQIXEquinix, Inc. (REIT)",775.39
3569,CCI,"PLDPrologis, Inc.",148.81
3576,CSX,Previous Close,35.12
3577,CSX,Open,35.23
3578,CSX,Bid,35.22 x 4000
3579,CSX,Ask,35.38 x 1300
3580,CSX,Day's Range,35.06 - 35.53
3581,CSX,52 Week Range,27.70 - 36.45
3582,CSX,Volume,"7,348,349"
3583,CSX,Avg. Volume,"10,878,349"
3584,CSX,Market Cap,78.139B
3585,CSX,Beta (5Y Monthly),1.23
3586,CSX,PE Ratio (TTM),22.17
3587,CSX,EPS (TTM),1.59
3588,CSX,Earnings Date,"Jan 19, 2022 - Jan 24, 2022"
3589,CSX,Forward Dividend & Yield,0.37 (1.06%)
3590,CSX,Ex-Dividend Date,"Nov 29, 2021"
3591,CSX,1y Target Est,37.84
3592,CSX,Symbol,Last Price
3593,CSX,NSCNorfolk Southern Corporation,275.59
3594,CSX,UNPUnion Pacific Corporation,242.44
3595,CSX,KSUKansas City Southern,310.95
3596,CSX,CNICanadian National Railway Company,129.85
3597,CSX,CPCanadian Pacific Railway Limited,77.56
3604,CMI,Previous Close,237.71
3605,CMI,Open,238.00
3606,CMI,Bid,235.49 x 800
3607,CMI,Ask,235.61 x 800
3608,CMI,Day's Range,233.77 - 238.77
3609,CMI,52 Week Range,216.41 - 277.09
3610,CMI,Volume,"486,890"
3611,CMI,Avg. Volume,"940,301"
3612,CMI,Market Cap,33.698B
3613,CMI,Beta (5Y Monthly),1.06
3614,CMI,PE Ratio (TTM),15.49
3615,CMI,EPS (TTM),15.21
3616,CMI,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
3617,CMI,Forward Dividend & Yield,5.80 (2.44%)
3618,CMI,Ex-Dividend Date,"Nov 18, 2021"
3619,CMI,1y Target Est,278.41
3620,CMI,Symbol,Last Price
3621,CMI,DEDeere & Company,355.90
3622,CMI,ETNEaton Corporation plc,169.91
3623,CMI,CATCaterpillar Inc.,208.26
3624,CMI,EMREmerson Electric Co.,97.52
3625,CMI,ITWIllinois Tool Works Inc.,234.04
3632,CVS,Previous Close,94.21
3633,CVS,Open,94.58
3634,CVS,Bid,0.00 x 800
3635,CVS,Ask,0.00 x 900
3636,CVS,Day's Range,93.35 - 95.34
3637,CVS,52 Week Range,65.18 - 96.57
3638,CVS,Volume,"3,792,542"
3639,CVS,Avg. Volume,"5,213,957"
3640,CVS,Market Cap,124.112B
3641,CVS,Beta (5Y Monthly),0.79
3642,CVS,PE Ratio (TTM),16.41
3643,CVS,EPS (TTM),5.73
3644,CVS,Earnings Date,"Feb 14, 2022 - Feb 18, 2022"
3645,CVS,Forward Dividend & Yield,2.00 (2.13%)
3646,CVS,Ex-Dividend Date,"Oct 21, 2021"
3647,CVS,1y Target Est,103.64
3648,CVS,Symbol,Last Price
3649,CVS,"WBAWalgreens Boots Alliance, Inc.",49.54
3650,CVS,ABBVAbbVie Inc.,116.97
3651,CVS,TGTTarget Corporation,260.02
3652,CVS,UNHUnitedHealth Group Incorporated,458.99
3653,CVS,BMYBristol-Myers Squibb Company,59.43
3660,DHI,Previous Close,96.36
3661,DHI,Open,96.79
3662,DHI,Bid,97.38 x 800
3663,DHI,Ask,97.41 x 1000
3664,DHI,Day's Range,96.38 - 97.94
3665,DHI,52 Week Range,64.32 - 106.89
3666,DHI,Volume,"868,339"
3667,DHI,Avg. Volume,"2,404,610"
3668,DHI,Market Cap,34.901B
3669,DHI,Beta (5Y Monthly),1.63
3670,DHI,PE Ratio (TTM),8.54
3671,DHI,EPS (TTM),11.41
3672,DHI,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
3673,DHI,Forward Dividend & Yield,0.90 (0.93%)
3674,DHI,Ex-Dividend Date,"Dec 03, 2021"
3675,DHI,1y Target Est,116.94
3676,DHI,Symbol,Last Price
3677,DHI,LENLennar Corporation,108.01
3678,DHI,"PHMPulteGroup, Inc.",51.17
3679,DHI,KBHKB Home,42.38
3680,DHI,"TOLToll Brothers, Inc.",63.87
3681,DHI,"BZHBeazer Homes USA, Inc.",21.30
3688,DHR,Previous Close,304.54
3689,DHR,Open,305.50
3690,DHR,Bid,302.00 x 3000
3691,DHR,Ask,316.00 x 800
3692,DHR,Day's Range,301.95 - 307.44
3693,DHR,52 Week Range,211.22 - 333.96
3694,DHR,Volume,"2,732,881"
3695,DHR,Avg. Volume,"2,275,232"
3696,DHR,Market Cap,217.503B
3697,DHR,Beta (5Y Monthly),0.70
3698,DHR,PE Ratio (TTM),38.62
3699,DHR,EPS (TTM),7.88
3700,DHR,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
3701,DHR,Forward Dividend & Yield,0.84 (0.28%)
3702,DHR,Ex-Dividend Date,"Sep 29, 2021"
3703,DHR,1y Target Est,348.08
3704,DHR,Symbol,Last Price
3705,DHR,TMOThermo Fisher Scientific Inc.,635.25
3706,DHR,FTVFortive Corporation,78.25
3707,DHR,"BDXBecton, Dickinson and Company",244.00
3708,DHR,ECLEcolab Inc.,235.67
3709,DHR,SYKStryker Corporation,264.34
3716,DRI,Previous Close,150.25
3717,DRI,Open,151.11
3718,DRI,Bid,0.00 x 800
3719,DRI,Ask,0.00 x 800
3720,DRI,Day's Range,146.92 - 151.38
3721,DRI,52 Week Range,105.49 - 164.28
3722,DRI,Volume,"1,049,214"
3723,DRI,Avg. Volume,"1,256,123"
3724,DRI,Market Cap,19.167B
3725,DRI,Beta (5Y Monthly),1.45
3726,DRI,PE Ratio (TTM),23.63
3727,DRI,EPS (TTM),6.25
3728,DRI,Earnings Date,"Dec 16, 2021 - Dec 20, 2021"
3729,DRI,Forward Dividend & Yield,3.45 (2.30%)
3730,DRI,Ex-Dividend Date,"Oct 07, 2021"
3731,DRI,1y Target Est,169.37
3732,DRI,Symbol,Last Price
3733,DRI,"EATBrinker International, Inc.",41.33
3734,DRI,CAKEThe Cheesecake Factory Incorporated,44.72
3735,DRI,"YUMYum! Brands, Inc.",126.59
3736,DRI,"DPZDomino's Pizza, Inc.",517.32
3737,DRI,"CBRLCracker Barrel Old Country Store, Inc.",143.95
3744,DVA,Previous Close,105.81
3745,DVA,Open,106.23
3746,DVA,Bid,0.00 x 900
3747,DVA,Ask,0.00 x 900
3748,DVA,Day's Range,105.53 - 106.98
3749,DVA,52 Week Range,98.55 - 136.48
3750,DVA,Volume,"790,579"
3751,DVA,Avg. Volume,"686,163"
3752,DVA,Market Cap,10.849B
3753,DVA,Beta (5Y Monthly),1.19
3754,DVA,PE Ratio (TTM),12.43
3755,DVA,EPS (TTM),8.56
3756,DVA,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
3757,DVA,Forward Dividend & Yield,N/A (N/A)
3758,DVA,Ex-Dividend Date,N/A
3759,DVA,1y Target Est,125.67
3760,DVA,Symbol,Last Price
3761,DVA,MCOMoody's Corporation,390.78
3762,DVA,DGXQuest Diagnostics Incorporated,146.60
3763,DVA,"UHSUniversal Health Services, Inc.",128.68
3764,DVA,LHLaboratory Corporation of America Holdings,285.31
3765,DVA,XRAYDENTSPLY SIRONA Inc.,54.96
3772,DE,Previous Close,358.86
3773,DE,Open,362.11
3774,DE,Bid,360.04 x 900
3775,DE,Ask,360.32 x 1000
3776,DE,Day's Range,359.64 - 363.70
3777,DE,52 Week Range,250.54 - 400.34
3778,DE,Volume,"323,399"
3779,DE,Avg. Volume,"1,693,423"
3780,DE,Market Cap,111.791B
3781,DE,Beta (5Y Monthly),1.09
3782,DE,PE Ratio (TTM),20.92
3783,DE,EPS (TTM),17.24
3784,DE,Earnings Date,"Nov 24, 2021"
3785,DE,Forward Dividend & Yield,4.20 (1.17%)
3786,DE,Ex-Dividend Date,"Sep 29, 2021"
3787,DE,1y Target Est,399.48
3788,DE,Symbol,Last Price
3789,DE,CATCaterpillar Inc.,207.62
3790,DE,CMICummins Inc.,234.82
3791,DE,HONHoneywell International Inc.,222.68
3792,DE,EMREmerson Electric Co.,96.78
3793,DE,UNPUnion Pacific Corporation,241.66
3800,DAL,Previous Close,44.65
3801,DAL,Open,44.43
3802,DAL,Bid,44.31 x 900
3803,DAL,Ask,44.32 x 900
3804,DAL,Day's Range,43.72 - 44.57
3805,DAL,52 Week Range,34.02 - 52.28
3806,DAL,Volume,"5,990,825"
3807,DAL,Avg. Volume,"11,167,684"
3808,DAL,Market Cap,28.337B
3809,DAL,Beta (5Y Monthly),1.30
3810,DAL,PE Ratio (TTM),N/A
3811,DAL,EPS (TTM),-0.11
3812,DAL,Earnings Date,"Jan 12, 2022 - Jan 17, 2022"
3813,DAL,Forward Dividend & Yield,N/A (N/A)
3814,DAL,Ex-Dividend Date,"Feb 19, 2020"
3815,DAL,1y Target Est,53.79
3816,DAL,Symbol,Last Price
3817,DAL,AALAmerican Airlines Group Inc.,22.15
3818,DAL,"UALUnited Airlines Holdings, Inc.",52.79
3819,DAL,LUVSouthwest Airlines Co.,50.54
3820,DAL,CCLCarnival Corporation & plc,24.00
3821,DAL,RCLRoyal Caribbean Cruises Ltd.,91.05
3828,DVN,Previous Close,42.72
3829,DVN,Open,42.33
3830,DVN,Bid,42.50 x 1100
3831,DVN,Ask,42.63 x 1000
3832,DVN,Day's Range,42.03 - 42.87
3833,DVN,52 Week Range,12.21 - 44.79
3834,DVN,Volume,"5,990,736"
3835,DVN,Avg. Volume,"11,287,275"
3836,DVN,Market Cap,28.827B
3837,DVN,Beta (5Y Monthly),3.12
3838,DVN,PE Ratio (TTM),21.14
3839,DVN,EPS (TTM),2.01
3840,DVN,Earnings Date,"Nov 02, 2021"
3841,DVN,Forward Dividend & Yield,0.44 (1.03%)
3842,DVN,Ex-Dividend Date,"Dec 09, 2021"
3843,DVN,1y Target Est,47.38
3844,DVN,Symbol,Last Price
3845,DVN,APAAPA Corporation,29.45
3846,DVN,"EOGEOG Resources, Inc.",94.84
3847,DVN,MROMarathon Oil Corporation,16.68
3848,DVN,PXDPioneer Natural Resources Company,183.24
3849,DVN,OXYOccidental Petroleum Corporation,32.08
3856,DXCM,Previous Close,620.42
3857,DXCM,Open,622.46
3858,DXCM,Bid,635.04 x 800
3859,DXCM,Ask,635.63 x 800
3860,DXCM,Day's Range,621.16 - 639.05
3861,DXCM,52 Week Range,311.01 - 649.54
3862,DXCM,Volume,"309,045"
3863,DXCM,Avg. Volume,"519,301"
3864,DXCM,Market Cap,61.439B
3865,DXCM,Beta (5Y Monthly),0.73
3866,DXCM,PE Ratio (TTM),119.56
3867,DXCM,EPS (TTM),5.30
3868,DXCM,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
3869,DXCM,Forward Dividend & Yield,N/A (N/A)
3870,DXCM,Ex-Dividend Date,N/A
3871,DXCM,1y Target Est,640.05
3872,DXCM,Symbol,Last Price
3873,DXCM,PODDInsulet Corporation,314.18
3874,DXCM,"IDXXIDEXX Laboratories, Inc.",613.08
3875,DXCM,"TNDMTandem Diabetes Care, Inc.",133.68
3876,DXCM,"NOWServiceNow, Inc.",679.41
3877,DXCM,VEEVVeeva Systems Inc.,313.11
3884,FANG,Previous Close,109.95
3885,FANG,Open,109.74
3886,FANG,Bid,111.28 x 800
3887,FANG,Ask,0.00 x 1100
3888,FANG,Day's Range,106.76 - 111.87
3889,FANG,52 Week Range,34.70 - 117.71
3890,FANG,Volume,"1,696,019"
3891,FANG,Avg. Volume,"2,570,640"
3892,FANG,Market Cap,20.141B
3893,FANG,Beta (5Y Monthly),2.56
3894,FANG,PE Ratio (TTM),43.41
3895,FANG,EPS (TTM),2.56
3896,FANG,Earnings Date,"Nov 01, 2021"
3897,FANG,Forward Dividend & Yield,2.00 (1.80%)
3898,FANG,Ex-Dividend Date,"Nov 10, 2021"
3899,FANG,1y Target Est,129.26
3900,FANG,Symbol,Last Price
3901,FANG,PXDPioneer Natural Resources Company,182.66
3902,FANG,"EOGEOG Resources, Inc.",93.20
3903,FANG,DVNDevon Energy Corporation,43.18
3904,FANG,"CLRContinental Resources, Inc.",48.03
3905,FANG,MPCMarathon Petroleum Corporation,66.12
3912,DLR,Previous Close,153.67
3913,DLR,Open,154.02
3914,DLR,Bid,150.20 x 1200
3915,DLR,Ask,160.00 x 800
3916,DLR,Day's Range,153.35 - 156.53
3917,DLR,52 Week Range,124.65 - 168.30
3918,DLR,Volume,"1,061,698"
3919,DLR,Avg. Volume,"1,329,550"
3920,DLR,Market Cap,44.362B
3921,DLR,Beta (5Y Monthly),0.22
3922,DLR,PE Ratio (TTM),65.93
3923,DLR,EPS (TTM),2.37
3924,DLR,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
3925,DLR,Forward Dividend & Yield,4.64 (2.97%)
3926,DLR,Ex-Dividend Date,"Sep 14, 2021"
3927,DLR,1y Target Est,169.61
3928,DLR,Symbol,Last Price
3929,DLR,"EQIXEquinix, Inc. (REIT)",775.39
3930,DLR,CCICrown Castle International Corp. (REIT),180.78
3931,DLR,"PLDPrologis, Inc.",148.81
3932,DLR,"VTRVentas, Inc.",54.56
3933,DLR,PSAPublic Storage,329.18
3940,DFS,Previous Close,118.50
3941,DFS,Open,118.77
3942,DFS,Bid,119.20 x 800
3943,DFS,Ask,120.00 x 800
3944,DFS,Day's Range,117.83 - 119.78
3945,DFS,52 Week Range,74.00 - 135.69
3946,DFS,Volume,"1,132,704"
3947,DFS,Avg. Volume,"1,642,129"
3948,DFS,Market Cap,35.005B
3949,DFS,Beta (5Y Monthly),1.71
3950,DFS,PE Ratio (TTM),7.14
3951,DFS,EPS (TTM),16.72
3952,DFS,Earnings Date,"Jan 18, 2022 - Jan 24, 2022"
3953,DFS,Forward Dividend & Yield,2.00 (1.67%)
3954,DFS,Ex-Dividend Date,"Nov 23, 2021"
3955,DFS,1y Target Est,141.21
3956,DFS,Symbol,Last Price
3957,DFS,COFCapital One Financial Corporation,156.80
3958,DFS,ALLThe Allstate Corporation,114.71
3959,DFS,MSMorgan Stanley,99.85
3960,DFS,SYFSynchrony Financial,50.18
3961,DFS,AXPAmerican Express Company,181.89
3968,DISCA,Previous Close,27.91
3969,DISCA,Open,28.00
3970,DISCA,Bid,27.87 x 3100
3971,DISCA,Ask,28.19 x 1000
3972,DISCA,Day's Range,27.89 - 28.87
3973,DISCA,52 Week Range,23.40 - 78.14
3974,DISCA,Volume,"4,064,768"
3975,DISCA,Avg. Volume,"5,653,846"
3976,DISCA,Market Cap,13.986B
3977,DISCA,Beta (5Y Monthly),1.32
3978,DISCA,PE Ratio (TTM),18.74
3979,DISCA,EPS (TTM),1.50
3980,DISCA,Earnings Date,"Nov 03, 2021"
3981,DISCA,Forward Dividend & Yield,N/A (N/A)
3982,DISCA,Ex-Dividend Date,N/A
3983,DISCA,1y Target Est,37.95
3984,DISCA,Symbol,Last Price
3985,DISCA,"DISCKDiscovery, Inc.",27.19
3986,DISCA,VIACViacomCBS Inc.,35.78
3987,DISCA,FOXAFox Corporation,41.27
3988,DISCA,LBTYALiberty Global plc,29.06
3989,DISCA,DISHDISH Network Corporation,36.19
3996,DISCK,Previous Close,27.05
3997,DISCK,Open,27.10
3998,DISCK,Bid,26.75 x 4000
3999,DISCK,Ask,27.29 x 800
4000,DISCK,Day's Range,27.06 - 27.98
4001,DISCK,52 Week Range,21.12 - 66.70
4002,DISCK,Volume,"2,702,566"
4003,DISCK,Avg. Volume,"3,167,692"
4004,DISCK,Market Cap,14.003B
4005,DISCK,Beta (5Y Monthly),1.32
4006,DISCK,PE Ratio (TTM),18.19
4007,DISCK,EPS (TTM),1.50
4008,DISCK,Earnings Date,"Nov 05, 2020"
4009,DISCK,Forward Dividend & Yield,N/A (N/A)
4010,DISCK,Ex-Dividend Date,N/A
4011,DISCK,1y Target Est,33.67
4012,DISCK,Symbol,Last Price
4013,DISCK,"DISCADiscovery, Inc.",28.02
4014,DISCK,FOXAFox Corporation,41.27
4015,DISCK,NWSANews Corporation,23.46
4016,DISCK,LKQLKQ Corporation,58.87
4017,DISCK,ALLEAllegion plc,134.04
4024,DISH,Previous Close,36.54
4025,DISH,Open,37.14
4026,DISH,Bid,36.00 x 2900
4027,DISH,Ask,37.52 x 800
4028,DISH,Day's Range,36.00 - 36.99
4029,DISH,52 Week Range,28.53 - 47.05
4030,DISH,Volume,"1,941,111"
4031,DISH,Avg. Volume,"1,997,063"
4032,DISH,Market Cap,19.137B
4033,DISH,Beta (5Y Monthly),2.06
4034,DISH,PE Ratio (TTM),8.70
4035,DISH,EPS (TTM),4.16
4036,DISH,Earnings Date,"Nov 04, 2021"
4037,DISH,Forward Dividend & Yield,N/A (N/A)
